Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,27.295000,28.000000,27.129999,27.860001,23.364363,47569400
2013-01-08,27.790001,27.950001,27.150000,27.334999,22.924078,65558400
2013-01-15,27.315001,27.514999,26.840000,27.405001,22.982784,44171400
2013-01-22,27.535000,28.635000,27.030001,28.010000,23.490156,90361400
2013-01-29,27.809999,28.549999,27.645000,28.045000,23.519505,53355800
2013-02-05,28.120001,28.325001,27.575001,28.070000,23.540476,37327800
2013-02-12,28.000000,28.275000,27.084999,27.170000,22.871332,42783600
2013-02-19,27.180000,27.420000,26.260000,26.605000,22.395723,61952800
2013-02-26,26.715000,27.860001,26.424999,27.850000,23.443748,51751000
2013-03-05,28.000000,29.485001,28.000000,29.305000,24.668543,70210200
2013-03-12,29.225000,29.400000,28.375000,28.465000,23.961449,59453000
2013-03-19,28.254999,28.915001,27.980000,28.344999,23.860434,50596400
2013-03-26,28.495001,28.670000,28.105000,28.434999,23.936193,28215800
2013-04-02,28.594999,29.450001,28.360001,29.059999,24.462311,48674800
2013-04-09,28.980000,29.855000,28.590000,28.855000,24.289740,48474400
2013-04-16,28.969999,29.469999,28.750000,29.320000,24.681173,39130400
2013-04-23,29.420000,30.459999,29.389999,30.290001,25.497711,60718600
2013-04-30,30.315001,31.240000,29.799999,31.240000,26.297400,37407000
2013-05-07,31.264999,31.615000,30.855000,31.410000,26.440508,34669000
2013-05-14,31.459999,32.305000,31.389999,31.915001,26.956213,37972800
2013-05-21,32.020000,32.465000,31.305000,31.680000,26.757721,32368800
2013-05-28,32.105000,32.349998,31.309999,31.730000,26.799953,45423400
2013-06-04,31.305000,33.154999,31.155001,33.055000,27.919077,51822000
2013-06-11,32.735001,33.334999,32.035000,33.014999,27.885302,47847800
2013-06-18,33.000000,33.740002,31.590000,32.005001,27.032230,54330200
2013-06-25,32.264999,33.355000,32.220001,33.119999,27.973976,43227600
2013-07-02,33.119999,34.410000,33.040001,34.145000,28.839724,25601400
2013-07-09,34.450001,34.950001,33.724998,34.830002,29.418285,39823800
2013-07-16,34.820000,34.910000,33.945000,34.509998,29.148018,40510200
2013-07-23,34.619999,36.759998,33.150002,36.224998,30.596539,83573000
2013-07-30,36.450001,37.134998,35.610001,36.985001,31.238457,50934800
2013-08-06,36.830002,36.924999,36.084999,36.465000,30.799267,31784600
2013-08-13,36.544998,36.544998,35.090000,35.145000,29.768869,30787600
2013-08-20,35.180000,36.130001,35.055000,35.939999,30.442245,29160800
2013-08-27,35.450001,35.919998,34.930000,35.259998,29.866262,25450000
2013-09-03,35.849998,36.380001,35.465000,36.220001,30.679430,29976200
2013-09-10,36.490002,38.299999,36.465000,37.619999,31.865253,43865800
2013-09-17,37.630001,38.919998,37.535000,37.680000,31.916086,40608400
2013-09-24,37.764999,38.740002,37.740002,38.485001,32.597935,35038000
2013-10-01,38.490002,38.730000,38.105000,38.430000,32.551350,29893400
2013-10-08,38.555000,39.160000,37.224998,39.049999,33.076508,40262600
2013-10-15,38.915001,39.955002,38.299999,39.730000,33.652496,40610400
2013-10-22,39.950001,40.540001,39.255001,39.355000,33.334862,48311000
2013-10-29,39.605000,40.810001,39.285000,40.185001,34.037895,66197800
2013-11-05,40.180000,41.250000,39.500000,40.494999,34.300476,48557000
2013-11-12,40.380001,40.770000,39.595001,40.270000,34.109882,41541400
2013-11-19,40.005001,40.849998,39.660000,40.355000,34.291988,47512000
2013-11-26,40.430000,41.185001,40.205002,40.535000,34.444939,23680200
2013-12-03,40.369999,40.580002,39.665001,39.865002,33.875591,39308800
2013-12-10,39.494999,39.535000,37.955002,38.230000,32.486229,69110000
2013-12-17,38.290001,39.250000,37.955002,39.160000,33.276512,48986800
2013-12-24,39.049999,39.650002,38.930000,39.275002,33.374233,17526400
2013-12-31,39.215000,39.389999,38.005001,38.084999,32.363018,31633800
2014-01-07,38.325001,39.075001,37.380001,37.560001,31.916899,47814000
2014-01-14,37.560001,38.180000,37.334999,37.450001,31.823431,49323400
2014-01-21,37.525002,38.080002,35.840000,37.105000,31.530268,113936200
2014-01-28,37.285000,37.400002,34.334999,34.485001,29.303896,74798800
2014-02-04,35.000000,37.590000,34.685001,37.400002,31.780943,72817400
2014-02-11,37.435001,37.595001,36.695000,37.514999,31.999296,42769400
2014-02-18,37.494999,37.500000,36.009998,36.279999,30.945869,52468600
2014-02-25,36.250000,36.330002,34.974998,35.235001,30.054518,83749000
2014-03-04,35.715000,36.820000,35.439999,36.779999,31.372345,52724200
2014-03-11,36.994999,38.209999,36.910000,37.090000,31.636776,60102200
2014-03-18,37.174999,39.320000,37.025002,37.884998,32.314888,72885400
2014-03-25,38.220001,38.255001,36.345001,36.689999,31.295588,45919600
2014-04-01,36.820000,37.490002,35.025002,35.215000,30.037455,47009000
2014-04-08,35.320000,36.369999,34.340000,34.654999,29.559786,61634400
2014-04-15,34.980000,35.695000,33.965000,35.240002,30.058771,42080600
2014-04-22,35.264999,36.125000,34.900002,35.465000,30.250692,62166200
2014-04-29,35.590000,35.764999,35.060001,35.459999,30.246431,38820800
2014-05-06,35.365002,35.619999,34.570000,35.575001,30.344522,43268400
2014-05-13,35.485001,35.669998,34.639999,35.509998,30.400543,39552400
2014-05-20,35.380001,36.255001,34.919998,35.990002,30.811464,29315000
2014-05-27,36.320000,37.029999,36.264999,36.924999,31.611923,37563800
2014-06-03,36.860001,37.770000,36.790001,37.590000,32.181248,30353400
2014-06-10,37.625000,37.720001,36.764999,37.544998,32.142715,35814000
2014-06-17,37.514999,38.814999,37.299999,38.365002,32.844734,41336000
2014-06-24,38.450001,39.174999,38.270000,38.689999,33.122963,43988600
2014-07-01,38.945000,39.700001,38.799999,39.345001,33.683723,26952800
2014-07-08,39.320000,39.740002,39.070000,39.279999,33.628063,29106000
2014-07-15,39.325001,39.575001,38.560001,38.805000,33.221413,37133000
2014-07-22,39.165001,40.320000,38.950001,39.180000,33.542465,56013600
2014-07-29,39.244999,39.625000,38.290001,38.764999,33.187180,39073400
2014-08-05,38.584999,39.125000,38.134998,38.935001,33.332714,28528400
2014-08-12,38.935001,39.070000,38.080002,38.794998,33.324608,37472200
2014-08-19,38.900002,39.235001,38.525002,38.985001,33.487831,24625000
2014-08-26,39.005001,39.215000,38.755001,38.904999,33.419106,19019400
2014-09-02,38.849998,38.990002,38.349998,38.834999,33.358978,31253400
2014-09-09,38.724998,38.875000,37.195000,37.459999,32.177864,45847200
2014-09-16,37.419998,38.165001,37.165001,37.299999,32.040424,43444000
2014-09-23,37.145000,37.759998,36.889999,37.634998,32.328178,38362000
2014-09-30,37.779999,38.115002,36.889999,37.575001,32.276646,37929200
2014-10-07,37.450001,37.910000,36.005001,36.095001,31.005331,45363600
2014-10-14,36.205002,37.375000,35.384998,37.349998,32.083370,51880600
2014-10-21,37.500000,38.189999,37.070000,37.985001,32.628826,38745800
2014-10-28,38.169998,38.834999,37.459999,38.049999,32.684666,76832000
