Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,24.222012,24.715370,24.032257,24.648956,17.076151,128234279
2013-01-08,24.667933,25.502846,24.648956,25.370020,17.575684,159368278
2013-01-15,25.227703,25.578749,24.990513,25.180265,17.444227,158466370
2013-01-22,25.208729,25.901327,25.066414,25.464895,17.641415,216875361
2013-01-29,25.559772,26.413662,25.464895,25.777988,17.858318,231686486
2013-02-05,25.844402,26.185959,25.417458,25.749525,17.994505,165802105
2013-02-12,25.749525,26.024668,25.436434,25.891842,18.093962,104192749
2013-02-19,25.996204,26.328274,25.464895,25.464895,17.795601,152053730
2013-02-26,25.512335,26.280834,25.445921,26.271347,18.359167,145936945
2013-03-05,26.347248,26.925997,26.347248,26.802656,18.730463,145912913
2013-03-12,26.783682,26.793169,26.318787,26.603416,18.591234,184126739
2013-03-19,26.660341,27.049335,26.470589,26.717268,18.670790,142505965
2013-03-26,26.812143,27.419355,26.783682,27.362429,19.121655,108187092
2013-04-02,27.485769,27.931688,27.172676,27.666035,19.333815,153769114
2013-04-09,27.542694,29.402277,27.466793,28.889942,20.189116,220453376
2013-04-16,28.975332,29.506641,28.918406,29.345350,20.507370,158960802
2013-04-23,29.392790,29.554079,27.314991,28.870968,20.175859,191951846
2013-04-30,27.912712,28.358635,27.229603,27.248577,19.042086,235962985
2013-05-07,27.409866,27.865274,26.963947,27.865274,19.473049,164576725
2013-05-14,27.884251,28.168880,27.182163,27.229603,19.187456,168275316
2013-05-21,27.239088,28.500950,26.859583,27.552181,19.414759,226147400
2013-05-28,27.798861,27.988615,25.730551,26.328274,18.552332,292100606
2013-06-04,26.404175,27.153700,25.929790,26.916510,18.966833,394310676
2013-06-11,26.603416,27.893738,26.518026,27.666035,19.494987,503116991
2013-06-18,27.637571,28.282732,26.110058,26.290323,18.525587,865173370
2013-06-25,26.641365,27.248577,26.166983,26.356735,18.572382,579103225
2013-07-02,26.299810,26.850096,25.929790,26.688805,18.806381,160355138
2013-07-09,26.859583,27.419355,26.821632,27.314991,19.247625,157595767
