Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,13.601429,14.535714,12.955714,14.171429,14.171429,110655300
2013-01-08,14.287143,14.928571,13.507143,14.778571,14.778571,124380200
2013-01-15,14.717143,14.908571,13.678571,14.167143,14.167143,97303500
2013-01-22,14.235714,25.321428,13.798571,23.158571,23.158571,516364100
2013-01-29,22.590000,25.071428,22.375713,24.962856,24.962856,244533100
2013-02-05,24.625713,26.982857,24.428572,25.412857,25.412857,232316700
2013-02-12,25.808571,27.142857,25.101429,27.072857,27.072857,133960400
2013-02-19,27.285713,28.231428,25.064285,25.617144,25.617144,197164800
2013-02-26,25.799999,27.447144,25.085714,25.887142,25.887142,160078100
2013-03-05,26.381430,26.549999,25.165714,25.778570,25.778570,122986500
2013-03-12,25.622856,27.884287,25.607143,26.512857,26.512857,142242100
2013-03-19,26.571428,26.771429,25.607143,25.827143,25.827143,79023700
2013-03-26,26.285713,28.151428,25.924286,26.061428,26.061428,129828300
2013-04-02,26.271429,26.454287,22.714287,23.294287,23.294287,206356500
2013-04-09,23.355715,26.049999,23.150000,25.214287,25.214287,181138300
2013-04-16,24.995714,25.389999,23.114286,24.910000,24.910000,185411800
2013-04-23,30.795713,32.042858,29.930000,30.715714,30.715714,233611000
2013-04-30,30.657143,31.392857,29.145714,30.098572,30.098572,108922100
2013-05-07,29.825714,32.812859,29.218571,32.768570,32.768570,131013400
2013-05-14,33.141430,35.549999,32.971428,34.221428,34.221428,137525500
2013-05-21,34.291428,34.414288,31.650000,32.677143,32.677143,61266800
2013-05-28,33.107143,33.708572,29.987143,31.709999,31.709999,144402300
2013-06-04,31.445715,32.571430,30.571428,31.561428,31.561428,111283900
2013-06-11,31.121429,32.928570,29.392857,32.747143,32.747143,100180500
2013-06-18,32.891430,33.697144,29.857143,30.799999,30.799999,102240600
2013-06-25,30.281429,32.189999,29.651428,32.040001,32.040001,102178300
2013-07-02,32.175713,33.605713,31.142857,33.299999,33.299999,60602500
2013-07-09,33.577145,37.121429,33.552856,36.854286,36.854286,134085700
2013-07-16,36.755714,38.615715,36.671429,37.422855,37.422855,138788300
2013-07-23,35.914288,37.461430,34.272858,34.994286,34.994286,160915300
2013-07-30,35.057144,36.271427,34.482857,36.262856,36.262856,74992400
2013-08-06,36.278572,36.799999,35.492859,36.657143,36.657143,81669700
2013-08-13,36.950001,37.684284,35.875713,37.111427,37.111427,92821400
2013-08-20,37.561428,41.419998,37.500000,40.388573,40.388573,114663500
2013-08-27,39.878571,41.461430,39.214287,40.558571,40.558571,76703200
2013-09-03,41.061428,42.704285,40.650002,42.021427,42.021427,90282500
2013-09-10,42.500000,44.882858,42.401428,43.165714,43.165714,117655300
2013-09-17,43.148571,45.770000,42.528572,43.148571,43.148571,112212100
2013-09-24,43.042858,44.927143,42.907143,44.172855,44.172855,66707900
2013-10-01,44.967144,47.785713,44.857143,45.451427,45.451427,116339300
2013-10-08,45.612858,46.467144,40.400002,46.337143,46.337143,166182100
2013-10-15,46.442856,50.774284,45.465714,50.712856,50.712856,155509200
2013-10-22,55.405712,55.594288,44.544285,44.857143,44.857143,331359000
2013-10-29,45.509998,48.255714,44.171429,48.228573,48.228573,115006500
2013-11-05,47.934284,49.195713,46.451427,48.272858,48.272858,94294200
2013-11-12,48.025715,50.070000,47.014286,48.824287,48.824287,84704200
2013-11-19,48.681431,50.418571,47.748569,50.034286,50.034286,80715600
2013-11-26,50.071430,52.565716,49.652859,51.988571,51.988571,51579500
2013-12-03,51.698570,52.664288,50.285713,50.810001,50.810001,70384300
2013-12-10,50.714287,53.857143,50.474285,52.330002,52.330002,87241000
2013-12-17,52.392857,54.775715,52.324287,54.368572,54.368572,83621300
2013-12-24,54.394287,54.851429,51.291428,52.427143,52.427143,49870100
2013-12-31,52.214287,52.735714,50.475716,51.367142,51.367142,49161000
2014-01-07,49.684284,49.810001,47.218571,48.115715,48.115715,116650800
2014-01-14,48.777142,48.799999,45.581429,47.148571,47.148571,97724900
2014-01-21,47.461430,56.518570,45.750000,54.461430,54.461430,232836100
2014-01-28,54.474285,58.914288,54.394287,57.768570,57.768570,134708000
2014-02-04,57.921429,61.767143,56.715714,61.491428,61.491428,94414600
2014-02-11,61.422855,62.784286,60.714287,62.215714,62.215714,60026400
2014-02-18,62.422855,64.241432,61.138573,63.857143,63.857143,83031200
2014-02-25,64.285713,65.398567,62.585712,63.655712,63.655712,73294900
2014-03-04,64.417145,65.428574,61.728573,62.849998,62.849998,62078800
2014-03-11,63.234287,63.811428,60.330002,60.388573,60.388573,59657500
2014-03-18,60.338570,61.742859,52.657143,54.128571,54.128571,108969000
2014-03-25,54.142857,54.990002,49.982857,50.290001,50.290001,133006300
2014-04-01,50.250000,53.007141,47.301430,48.285713,48.285713,139825700
2014-04-08,48.578571,51.068569,46.230000,47.368572,47.368572,119284200
2014-04-15,47.011429,49.961430,44.585712,49.784286,49.784286,126922600
2014-04-22,53.804287,54.411430,42.785713,44.887142,44.887142,215821200
